code,,level,category,state,ppd,address,postcode,city,longitude,latitude
ABA0001,SEKOLAH KEBANGSAAN TOH TANDEWA SAKTI,Rendah,SK,PERAK,PPD BATANG PADANG,JALAN KELAB,35000,TAPAH,101.255932,4.196633
ABA0002,SEKOLAH KEBANGSAAN PENDITA ZA'BA,Rendah,SK,PERAK,PPD BATANG PADANG,JALAN TAPAH ROAD,35400,TAPAH ROAD,101.200617,4.178276
ABA0003,SEKOLAH KEBANGSAAN BANIR,Rendah,SK,PERAK,PPD BATANG PADANG,BANIR,35400,TAPAH ROAD,101.181893,4.204361
ABA0004,SEKOLAH KEBANGSAAN TEMOH,Rendah,SK,PERAK,PPD BATANG PADANG,KAMPUNG TEMOH STESEN,35350,TEMOH,101.172819,4.235841
ABA0005,SEKOLAH KEBANGSAAN CHENDERIANG,Rendah,SK,PERAK,PPD BATANG PADANG,JALAN CHENDERIANG,35300,CHENDERIANG,101.240556,4.267980
ABA0006,SEKOLAH KEBANGSAAN BIDOR,Rendah,SK,PERAK,PPD BATANG PADANG,JALAN SUNGKAI,35500,BIDOR,101.288553,4.107830
ABA0007,SEKOLAH KEBANGSAAN KAMPONG POH,Rendah,SK,PERAK,PPD BATANG PADANG,KAMPONG POH,35500,BIDOR,101.333928,4.087714
ABA0008,SEKOLAH KEBANGSAAN BATU TIGA,Rendah,SK,PERAK,PPD BATANG PADANG,KAMPUNG BATU TIGA,35350,TEMOH,101.227594,4.225045
ABA0009,SEKOLAH KEBANGSAAN BATU MELINTANG,Rendah,SK,PERAK,PPD BATANG PADANG,KAMPUNG BATU MELINTANG,35000,TAPAH,101.284999,4.199232
ABA0010,SEKOLAH KEBANGSAAN HAJI HASAN,Rendah,SK,PERAK,PPD BATANG PADANG,CHANGKAT PETAI,35400,TAPAH ROAD,101.151000,4.126494
ABA0011,SEKOLAH KEBANGSAAN SRI KINJANG,Rendah,SK,PERAK,PPD BATANG PADANG,CHENDERIANG,35300,CHENDERIANG,101.246669,4.298925
ABA0012,SEKOLAH KEBANGSAAN KAMPONG PAHANG,Rendah,SK,PERAK,PPD BATANG PADANG,JALAN PAHANG,35000,TAPAH,101.290635,4.224792
ABA0013,SEKOLAH KEBANGSAAN BATU TUJUH,Rendah,SK,PERAK,PPD BATANG PADANG,JALAN PAHANG,35000,TAPAH,101.318631,4.250268
ABA0014,SEKOLAH KEBANGSAAN JERAM MENGKUANG,Rendah,SK,PERAK,PPD BATANG PADANG,"BATU 5, JERAM MENGKUANG",35500,BIDOR,101.241413,4.067268
ABA0015,SEKOLAH KEBANGSAAN SUNGAI LESONG,Rendah,SK,PERAK,PPD BATANG PADANG,KG SUNGAI LESONG,31950,MAMBANG DI AWAN,101.145479,4.231541
ABA0016,SEKOLAH KEBANGSAAN AYER KUNING,Rendah,SK,PERAK,PPD BATANG PADANG,AIR KUNING KAMPAR,31920,KAMPAR,101.143561,4.194635
ABA0017,SEKOLAH KEBANGSAAN BATU MASJID,Rendah,SK,PERAK,PPD BATANG PADANG,KAMPONG BATU MASJID,35350,TEMOH,101.200528,4.226201
ABA0018,SEKOLAH KEBANGSAAN SUNGKAI,Rendah,SK,PERAK,PPD BATANG PADANG,SUNGKAI,35600,SUNGKAI,101.309711,3.995430
ABA0019,SEKOLAH KEBANGSAAN PERLOK,Rendah,SK,PERAK,PPD BATANG PADANG,JALAN MENDERANG,35600,SUNGKAI,101.342328,4.010142
ABA0020,SEKOLAH KEBANGSAAN BIKAM,Rendah,SK,PERAK,PPD BATANG PADANG,KAMPUNG BIKAM,35600,SUNGKAI,101.297428,4.044575
ABA0024,SEKOLAH KEBANGSAAN CHANGKAT SULAIMAN,Rendah,SK,PERAK,PPD BATANG PADANG,KG.CHANGKAT SULAIMAN,35600,SUNGKAI,101.295589,3.971203
ABA0031,SEKOLAH KEBANGSAAN FELDA SUNGAI KELAH,Rendah,SK,PERAK,PPD BATANG PADANG,FELDA SUNGAI KELAH,35600,SUNGKAI,101.369826,3.989146
ABA0034,SEKOLAH KEBANGSAAN BATU 14,Rendah,SK,PERAK,PPD BATANG PADANG,JALAN PAHANG,35000,TAPAH,101.327080,4.322859
ABA0035,SEKOLAH KEBANGSAAN BESOUT 3,Rendah,SK,PERAK,PPD BATANG PADANG,FELDA GUNUNG BESOUT 3,35600,SUNGKAI,101.300399,3.843797
ABA0110,SEKOLAH KEBANGSAAN TROLAK UTARA,Rendah,SK,PERAK,PPD BATANG PADANG,FELDA TROLAK UTARA,35600,SUNGKAI,101.358578,3.950507
ABA0118,SEKOLAH KEBANGSAAN TROLAK SELATAN,Rendah,SK,PERAK,PPD BATANG PADANG,FELDA TROLAK SELATAN,35600,SUNGKAI,101.386788,3.919545
ABA0120,SEKOLAH KEBANGSAAN SERI BESOUT,Rendah,SK,PERAK,PPD BATANG PADANG,FELDA GUNUNG BESOUT 01,35600,SUNGKAI,101.286544,3.847763
ABA0125,SEKOLAH KEBANGSAAN POS GEDONG,Rendah,SK,PERAK,PPD BATANG PADANG,PETI SURAT 20,35500,BIDOR,101.376862,4.170615
ABA0126,SEKOLAH KEBANGSAAN KAMPUNG SENTA,Rendah,SK,PERAK,PPD BATANG PADANG,PETI SURAT 20,35500,BIDOR,101.330783,4.153609
ABA0127,SEKOLAH KEBANGSAAN POS MUSUH LZ,Rendah,SK,PERAK,PPD BATANG PADANG,PETI SURAT 51,35000,TAPAH,101.335809,4.262299
ABA0128,SEKOLAH KEBANGSAAN JERNANG,Rendah,SK,PERAK,PPD BATANG PADANG,"P/SURAT 14, PEJABAT POS SUNGKAI",35600,SUNGKAI,101.419363,4.051292
ABA0129,SEKOLAH KEBANGSAAN TAPAH,Rendah,SK,PERAK,PPD BATANG PADANG,JALAN BIDOR LAMA,35000,TAPAH,101.267980,4.181660
ABA0130,SEKOLAH KEBANGSAAN BIDOR 2,Rendah,SK,PERAK,PPD BATANG PADANG,JALAN TELUK INTAN,35500,BIDOR,101.276955,4.117048
ABA1001,SEKOLAH KEBANGSAAN DENDANG,Rendah,SK,PERAK,PPD MANJUNG,KAMPUNG DENDANG,32700,BERUAS,100.815458,4.502662
ABA1002,SEKOLAH KEBANGSAAN BERUAS,Rendah,SK,PERAK,PPD MANJUNG,JALAN PARIT,32700,BERUAS,100.786063,4.498995
ABA1003,SEKOLAH KEBANGSAAN KAMPUNG KOTA,Rendah,SK,PERAK,PPD MANJUNG,JALAN SITIAWAN,32700,BERUAS,100.784488,4.479139
ABA1004,SEKOLAH KEBANGSAAN GELONG GAJAH,Rendah,SK,PERAK,PPD MANJUNG,KAMPUNG  KEDAH,32700,BERUAS,100.778416,4.411289
ABA1005,SEKOLAH KEBANGSAAN CHANGKAT CHERMIN,Rendah,SK,PERAK,PPD MANJUNG,CHANGKAT CHERMIN,32400,AYER TAWAR,100.817463,4.348482
ABA1006,SEKOLAH KEBANGSAAN AYER TAWAR,Rendah,SK,PERAK,PPD MANJUNG,JALAN AYER TAWAR PANTAI REMIS,32400,AYER TAWAR,100.773077,4.322562
ABA1007,SEKOLAH KEBANGSAAN PANCHOR,Rendah,SK,PERAK,PPD MANJUNG,JALAN PANTAI REMIS TAIPING,34900,PANTAI REMIS,100.650830,4.519050
ABA1008,SEKOLAH KEBANGSAAN PENGKALAN BAHARU,Rendah,SK,PERAK,PPD MANJUNG,PENGKALAN BAHARU,34900,PANTAI REMIS,100.634395,4.478546
ABA1009,SEKOLAH KEBANGSAAN SUNGAI BATU,Rendah,SK,PERAK,PPD MANJUNG,KAMPUNG SUNGAI BATU,34900,PANTAI REMIS,100.625400,4.434293
ABA1010,SEKOLAH KEBANGSAAN LADANG HUNTLY,Rendah,SK,PERAK,PPD MANJUNG,LADANG HUNTLY,32500,CHANGKAT KERUING,100.694622,4.415320
ABA1011,SEKOLAH KEBANGSAAN SEGARI,Rendah,SK,PERAK,PPD MANJUNG,JALAN PANTAI REMIS DAMAR LAUT,32200,LUMUT,100.625364,4.350093
ABA1012,SEKOLAH KEBANGSAAN NAKHODA MUHAMMAD TAIB,Rendah,SK,PERAK,PPD MANJUNG,BATU 3 SEGARI,32200,LUMUT,100.624957,4.278504
ABA1013,SEKOLAH KEBANGSAAN SUNGAI RAMAI,Rendah,SK,PERAK,PPD MANJUNG,KG. SUNGAI RAMAI,32400,AYER TAWAR,100.744207,4.298834
ABA1014,SEKOLAH KEBANGSAAN SUNGAI WANGI,Rendah,SK,PERAK,PPD MANJUNG,JALAN BRUAS,32400,AYER TAWAR,100.727487,4.260680
ABA1015,SEKOLAH KEBANGSAAN SERI SELAMAT,Rendah,SK,PERAK,PPD MANJUNG,LORONG SELAMAT,32000,SITIAWAN,100.700283,4.213717
ABA1016,SEKOLAH KEBANGSAAN SITIAWAN,Rendah,SK,PERAK,PPD MANJUNG,KAMPONG SITIAWAN,32000,SITIAWAN,100.689955,4.237377
ABA1017,SEKOLAH KEBANGSAAN LEKIR,Rendah,SK,PERAK,PPD MANJUNG,BATU 8,32020,SITIAWAN,100.721142,4.147191
ABA1018,SEKOLAH KEBANGSAAN MUHAMMAD SAMAN,Rendah,SK,PERAK,PPD MANJUNG,PASIR PANJANG LAUT,32040,SERI MANJUNG,100.689698,4.169197
ABA1019,SEKOLAH KEBANGSAAN BATU SEPULUH,Rendah,SK,PERAK,PPD MANJUNG,LEKIR,32020,SITIAWAN,100.717833,4.153824
ABA1020,SEKOLAH KEBANGSAAN SUNGAI TIRAM,Rendah,SK,PERAK,PPD MANJUNG,SUNGAI TIRAM,32020,SITIAWAN,100.766020,4.107630
ABA1021,SEKOLAH KEBANGSAAN DATO' ISHAK,Rendah,SK,PERAK,PPD MANJUNG,"KAMPUNG PADANG TEMBAK, TELUK MUROK",32200,LUMUT,100.620306,4.208738
ABA1022,SEKOLAH KEBANGSAAN LUMUT,Rendah,SK,PERAK,PPD MANJUNG,JLN ISKANDAR SHAH,32200,LUMUT,100.627343,4.230752
ABA1023,SEKOLAH KEBANGSAAN SERI PANGKOR,Rendah,SK,PERAK,PPD MANJUNG,JALAN PASIR BOGAK,32300,PANGKOR,100.572868,4.211426
ABA1024,SEKOLAH KEBANGSAAN TELAGA NENAS,Rendah,SK,PERAK,PPD MANJUNG,KG TELAGA NANAS,32400,AYER TAWAR,100.666293,4.324030
ABA1025,SEKOLAH KEBANGSAAN KAMPUNG BAHARU,Rendah,SK,PERAK,PPD MANJUNG,KAMPONG BAHARU (L),32400,AYER TAWAR,100.670764,4.293653
ABA1026,SEKOLAH KEBANGSAAN KAYAN,Rendah,SK,PERAK,PPD MANJUNG,JALAN TELUK INTAN - SITIAWAN,32030,SITIAWAN,100.797930,4.045690
ABA1027,SEKOLAH KEBANGSAAN PANGKALAN TLDM,Rendah,SK,PERAK,PPD MANJUNG,PANGKALAN TLDM,32100,LUMUT,100.617393,4.214277
ABA1028,SEKOLAH KEBANGSAAN SERI MANJUNG,Rendah,SK,PERAK,PPD MANJUNG,BANDAR BARU SERI MANJUNG,32040,SERI MANJUNG,100.662883,4.188247
ABA1029,SEKOLAH KEBANGSAAN PANTAI REMIS,Rendah,SK,PERAK,PPD MANJUNG,JALAN RUMAH MURAH,34900,PANTAI REMIS,100.631694,4.450635
ABA1030,SEKOLAH KEBANGSAAN GUGUSAN LEKIR,Rendah,SK,PERAK,PPD MANJUNG,D/A FELCRA GUGUSAN LEKIR,32000,SITIAWAN,100.756213,4.196446
ABA1031,SEKOLAH KEBANGSAAN PANGKALAN TLDM II,Rendah,SK,PERAK,PPD MANJUNG,PANGKALAN TLDM,32100,LUMUT,100.619134,4.215815
ABA1032,SEKOLAH KEBANGSAAN KPG. DATO' SERI KAMARUDDIN,Rendah,SK,PERAK,PPD MANJUNG,KPG DATO' SERI KAMARUDDIN,32040,SERI MANJUNG,100.649916,4.182197
ABA1033,SEKOLAH KEBANGSAAN SERI SITIAWAN,Rendah,SK,PERAK,PPD MANJUNG,MANJUNG RAYA,32040,SERI MANJUNG,100.657046,4.208274
ABA1034,SEKOLAH KEBANGSAAN SERI BAYU,Rendah,SK,PERAK,PPD MANJUNG,PETI SURAT 26 KOMPLEKS SEKOLAH WAWASAN MANJUNG,32040,SERI MANJUNG,100.652998,4.199762
ABA1035,SEKOLAH KEBANGSAAN SERI SAMUDERA,Rendah,SK,PERAK,PPD MANJUNG,MANJUNG RAYA,32040,SERI MANJUNG,100.661125,4.208151
ABA2001,SEKOLAH KEBANGSAAN SUNGAI RAYA,Rendah,SK,PERAK,PPD KINTA UTARA,"JLN. RAJA DR. NAZRIN SHAH, KAMPONG KEPAYANG",31300,KG. KEPAYANG,101.133584,4.519881
ABA2002,SEKOLAH KEBANGSAAN SUNGAI RAPAT,Rendah,SK,PERAK,PPD KINTA UTARA,JALAN RAJA ABDULLAH,31350,IPOH,101.108199,4.573474
ABA2003,SEKOLAH KEBANGSAAN SUNGAI ROKAM,Rendah,SK,PERAK,PPD KINTA UTARA,JALAN KENANGA,31350,IPOH,101.114984,4.577717
ABA2004,SEKOLAH KEBANGSAAN TAMBUN,Rendah,SK,PERAK,PPD KINTA UTARA,JALAN AMPANG,31400,IPOH,101.140922,4.608050
ABA2005,SEKOLAH KEBANGSAAN TANJONG RAMBUTAN,Rendah,SK,PERAK,PPD KINTA UTARA,JALAN STESEN,31250,TANJONG RAMBUTAN,101.155619,4.666796
ABA2006,SEKOLAH KEBANGSAAN TASEK,Rendah,SK,PERAK,PPD KINTA UTARA,JALAN SULTAN AZLAN SHAH UTARA,31400,IPOH,101.114302,4.638456
ABA2007,SEKOLAH KEBANGSAAN CHEPOR,Rendah,SK,PERAK,PPD KINTA UTARA,JALAN JELAPANG,31200,CHEMOR,101.086318,4.683860
ABA2008,SEKOLAH KEBANGSAAN HAJI MAHMUD,Rendah,SK,PERAK,PPD KINTA UTARA,JALAN SEKOLAH,31200,CHEMOR,101.120205,4.720518
ABA2009,SEKOLAH KEBANGSAAN SYED IDRUS,Rendah,SK,PERAK,PPD KINTA UTARA,KUANG,31200,CHEMOR,101.140567,4.769493
ABA2010,SEKOLAH KEBANGSAAN DATO' PANGLIMA KINTA,Rendah,SK,PERAK,PPD KINTA UTARA,JALAN TUN PERAK,30200,IPOH,101.069669,4.591497
ABA2011,SEKOLAH KEBANGSAAN JALAN PANGLIMA BUKIT GANTANG,Rendah,SK,PERAK,PPD KINTA UTARA,JALAN PANGLIMA BUKIT GANTANG WAHAB,30000,IPOH,101.079627,4.607156
ABA2012,SEKOLAH KEBANGSAAN SERI KEPAYANG,Rendah,SK,PERAK,PPD KINTA UTARA,FAIR PARK,31400,IPOH,101.096464,4.606496
ABA2014,SEKOLAH KEBANGSAAN KAMPUNG PASIR PUTEH,Rendah,SK,PERAK,PPD KINTA UTARA,TAMAN SHATIN,31650,IPOH,101.074761,4.562290
ABA2015,SEKOLAH KEBANGSAAN KUALA PARI,Rendah,SK,PERAK,PPD KINTA UTARA,JALAN TOH PUAN RAHMAH,31450,MENGLEMBU,101.067813,4.578535
ABA2016,SEKOLAH KEBANGSAAN PENGKALAN PEGOH,Rendah,SK,PERAK,PPD KINTA UTARA,"JALAN SIMPANG PULAI, KG. PENGKALAN PEGOH",31500,LAHAT,101.069631,4.531342
ABA2017,SEKOLAH KEBANGSAAN PENGKALAN BAHARU,Rendah,SK,PERAK,PPD KINTA SELATAN,"JALAN GOPENG, KG. KEPAYANG",31300,KG. KEPAYANG,101.119000,4.492806
ABA2030,SEKOLAH KEBANGSAAN TOH INDERA WANGSA AHMAD,Rendah,SK,PERAK,PPD KINTA SELATAN,JALAN SULAIMAN,31000,BATU GAJAH,101.040258,4.471507
ABA2031,SEKOLAH KEBANGSAAN SIPUTEH,Rendah,SK,PERAK,PPD KINTA SELATAN,SIPUTEH,31560,SIPUTEH,100.997639,4.467954
ABA2032,SEKOLAH KEBANGSAAN TRONOH,Rendah,SK,PERAK,PPD KINTA SELATAN,JALAN BOTA LAMA,31750,TRONOH,100.986224,4.418751
ABA2033,SEKOLAH KEBANGSAAN KG. SERI RAHMAT,Rendah,SK,PERAK,PPD KINTA SELATAN,JALAN CHANGKAT LARANG,31500,LAHAT,101.077179,4.502070
ABA2034,SEKOLAH KEBANGSAAN TANJUNG TUALANG,Rendah,SK,PERAK,PPD KINTA SELATAN,BATU 7,31000,BATU GAJAH,101.061239,4.368111
ABA2035,SEKOLAH KEBANGSAAN AYER PAPAN,Rendah,SK,PERAK,PPD KINTA SELATAN,KAMPUNG AYER PAPAN,31800,TANJONG TUALANG,101.053742,4.311469
ABA2036,SEKOLAH KEBANGSAAN CHANGKAT TIN,Rendah,SK,PERAK,PPD KINTA SELATAN,CHANGKAT TIN,31800,TANJUNG TUALANG,101.052636,4.278091
ABA2038,SEKOLAH KEBANGSAAN BAKAP,Rendah,SK,PERAK,PPD KINTA SELATAN,JALAN TG. TUALANG,31000,BATU GAJAH,101.044991,4.444662
ABA2039,SEKOLAH KEBANGSAAN PASUKAN POLIS HUTAN,Rendah,SK,PERAK,PPD KINTA UTARA,JALAN PASUKAN POLIS HUTAN,31150,ULU KINTA,101.171271,4.655241
ABA2040,SEKOLAH KEBANGSAAN AYER DENAK,Rendah,SK,PERAK,PPD KINTA SELATAN,TRONOH,31750,TRONOH,101.013205,4.350163
ABA2041,SEKOLAH KEBANGSAAN MANJOI (SATU),Rendah,SK,PERAK,PPD KINTA UTARA,"JALAN  MASJID, KG. MANJOI",30020,IPOH,101.071705,4.618595
ABA2042,SEKOLAH KEBANGSAAN GURU KALGIDHAR,Rendah,SK,PERAK,PPD KINTA UTARA,"JALAN GUNTONG, BUNTONG",30100,IPOH,101.064374,4.592886
ABA2043,SEKOLAH KEBANGSAAN MANJOI (DUA),Rendah,SK,PERAK,PPD KINTA UTARA,JALAN MASJID KG. MANJOI,30020,IPOH,101.072073,4.618859
ABA2044,SEKOLAH KEBANGSAAN PENDIDIKAN KHAS IPOH,Rendah,SK KHAS,PERAK,PPD KINTA UTARA,"JALAN KUALA KANGSAR, ANJUNG TAWAS",31200,CHEMOR,101.106157,4.655195
ABA2045,SEKOLAH KEBANGSAAN JELAPANG,Rendah,SK,PERAK,PPD KINTA UTARA,TAMAN MERU,30020,IPOH,101.068498,4.650460
ABA2046,SEKOLAH KEBANGSAAN DATO' AHMAD SAID TAMBAHAN,Rendah,SK,PERAK,PPD KINTA UTARA,LEBUH RAJAWALI,30020,IPOH,101.067524,4.627209
ABA2047,SEKOLAH KEBANGSAAN POS RAYA,Rendah,SK,PERAK,PPD KINTA UTARA,JALAN CAMERON HIGHLANDS,31300,KG KEPAYANG,101.254020,4.574771
ABA2049,SEKOLAH KEBANGSAAN SERI TANJUNG,Rendah,SK,PERAK,PPD KINTA UTARA,TANJUNG RAMBUTAN,31250,TANJONG RAMBUTAN,101.194428,4.693184
ABA2050,SEKOLAH KEBANGSAAN SERI AMPANG,Rendah,SK,PERAK,PPD KINTA UTARA,JLN RAJA MUSA MAHADI,31350,IPOH,101.126254,4.584000
ABA2051,SEKOLAH KEBANGSAAN JALAN PEGOH,Rendah,SK,PERAK,PPD KINTA UTARA,"LRG. PEGOH 4, TMN. PENGKALAN JAYA",31650,IPOH,101.080888,4.554196
ABA2052,SEKOLAH KEBANGSAAN SERI KELEBANG,Rendah,SK,PERAK,PPD KINTA UTARA,KG SERI KELEBANG,31200,CHEMOR,101.096706,4.656919
ABA2053,SEKOLAH KEBANGSAAN PERPADUAN,Rendah,SK,PERAK,PPD KINTA UTARA,TAMAN PERPADUAN,31150,ULU KINTA,101.150659,4.635484
ABA2055,SEKOLAH KEBANGSAAN RAJA CHULAN,Rendah,SK,PERAK,PPD KINTA UTARA,DESA CEMPAKA,31400,IPOH,101.129539,4.590531
ABA2056,SEKOLAH KEBANGSAAN TAMAN BERSATU,Rendah,SK,PERAK,PPD KINTA UTARA,SIMPANG PULAI,31300,KG KEPAYANG,101.121254,4.535151
ABA2057,SEKOLAH KEBANGSAAN PENGKALAN,Rendah,SK,PERAK,PPD KINTA UTARA,TAMAN PINJI MEWAH,31500,LAHAT,101.085825,4.531900
ABA2058,SEKOLAH KEBANGSAAN JATI,Rendah,SK,PERAK,PPD KINTA UTARA,"JALAN TAMAN JATI 1, TAMAN JATI, JELAPANG",30020,IPOH,101.074223,4.656033
ABA2059,SEKOLAH KEBANGSAAN BANDAR BARU PUTERA,Rendah,SK,PERAK,PPD KINTA UTARA,JALAN BERCHAM,31400,IPOH,101.144648,4.662933
ABA2060,SEKOLAH KEBANGSAAN SILIBIN,Rendah,SK,PERAK,PPD KINTA UTARA,"PERSIARAN JELAPANG 13,TAMAN SILIBIN",30100,IPOH,101.051196,4.618210
ABA2061,SEKOLAH KEBANGSAAN TASEK DERMAWAN,Rendah,SK,PERAK,PPD KINTA UTARA,"KAMPUNG TERSUSUN TASEK, BERCHAM",31400,IPOH,101.119323,4.639548
ABA2062,SEKOLAH KEBANGSAAN SIMPANG PULAI,Rendah,SK,PERAK,PPD KINTA UTARA,JALAN BESAR KG MERAWAN INDAH,31300,KG KEPAYANG,101.119495,4.519763
ABA2063,SEKOLAH KEBANGSAAN RAPAT JAYA,Rendah,SK,PERAK,PPD KINTA UTARA,KG. RAPAT JAYA TAMBAHAN,31350,IPOH,101.090724,4.550161
ABA2064,SEKOLAH KEBANGSAAN PINJI,Rendah,SK,PERAK,PPD KINTA UTARA,PERSIARAN BUNGA RAYA,31650,IPOH,101.081198,4.565476
ABA2065,SEKOLAH KEBANGSAAN JELAPANG JAYA,Rendah,SK,PERAK,PPD KINTA UTARA,"LALUAN KERANJI 5, KG DATO' AHMAD SAID TAMBAHAN 3",30020,IPOH,101.075136,4.634638
ABA2066,SEKOLAH KEBANGSAAN BUNTONG,Rendah,SK,PERAK,PPD KINTA UTARA,PERSIARAN DESA RISHAH (S) 1/1B,30100,IPOH,101.046632,4.586980
ABA2067,SEKOLAH KEBANGSAAN SERI JAYA,Rendah,SK,PERAK,PPD KINTA SELATAN,"KAMPONG SERI JAYA, JALAN CHANGKAT LARANG",31000,BATU GAJAH,101.064665,4.478902
ABA2068,SEKOLAH KEBANGSAAN RAPAT SETIA,Rendah,SK,PERAK,PPD KINTA UTARA,JALAN TENAGA,31350,IPOH,101.125696,4.567579
ABA2069,SEKOLAH KEBANGSAAN WIRA JAYA,Rendah,SK,PERAK,PPD KINTA UTARA,HALAMAN AMPANG,31350,IPOH,101.137528,4.585242
ABA2070,SEKOLAH KEBANGSAAN SERI MUTIARA,Rendah,SK,PERAK,PPD KINTA UTARA,JALAN TUNKU ABDUL RAHMAN,30010,IPOH,101.082663,4.632303
ABA2071,SEKOLAH KEBANGSAAN TASIK DAMAI,Rendah,SK,PERAK,PPD KINTA UTARA,JALAN TAWAS BARU UTARA,30010,IPOH,101.103025,4.656515
ABA2072,SEKOLAH KEBANGSAAN PAKATAN JAYA,Rendah,SK,PERAK,PPD KINTA UTARA,TAMAN PAKATAN JAYA,31150,ULU KINTA,101.144456,4.639265
ABA2073,SEKOLAH KEBANGSAAN KELEBANG JAYA,Rendah,SK,PERAK,PPD KINTA UTARA,PLOT 2597,31200,CHEMOR,101.107051,4.688368
ABA2074,SEKOLAH KEBANGSAAN TANAH HITAM,Rendah,SK,PERAK,PPD KINTA UTARA,JALAN ULU KUANG,31200,CHEMOR,101.149156,4.742995
ABA2075,SEKOLAH KEBANGSAAN MERU RAYA,Rendah,SK,PERAK,PPD KINTA UTARA,LEBUH MERU RAYA,30020,IPOH,101.089645,4.670887
ABA3001,SEKOLAH KEBANGSAAN ALOR PONGSU,Rendah,SK,PERAK,PPD KRIAN,JALAN SELAMA ALOR PONGSU,34300,BAGAN SERAI,100.592358,5.056040
ABA3002,SEKOLAH KEBANGSAAN BAGAN SERAI,Rendah,SK,PERAK,PPD KRIAN,LORONG SEKOLAH,34300,BAGAN SERAI,100.537224,5.011188
ABA3003,SEKOLAH KEBANGSAAN BUKIT MERAH,Rendah,SK,PERAK,PPD KRIAN,PEKAN BUKIT MERAH,34310,BAGAN SERAI,100.654248,5.043386
ABA3004,SEKOLAH KEBANGSAAN CHANGKAT LOBAK,Rendah,SK,PERAK,PPD KRIAN,CHANGKAT LOBAK,34310,BAGAN SERAI,100.632228,5.128415
ABA3005,SEKOLAH KEBANGSAAN DATO' MAS'UD,Rendah,SK,PERAK,PPD KRIAN,JALAN KAMPUNG KEDAH,34300,BAGAN SERAI,100.555583,4.969275
ABA3006,SEKOLAH KEBANGSAAN KUALA KURAU,Rendah,SK,PERAK,PPD KRIAN,JALAN BESAR KUALA KURAU,34350,KUALA KURAU,100.433278,5.019701
ABA3007,SEKOLAH KEBANGSAAN MATANG GERDU,Rendah,SK,PERAK,PPD KRIAN,JALAN SIAKAP,34300,BAGAN SERAI,100.498869,5.019394
ABA3008,SEKOLAH KEBANGSAAN MATANG JELUTONG,Rendah,SK,PERAK,PPD KRIAN,"KG MATANG JELUTONG, JALAN SELAMA",34300,BAGAN SERAI,100.562544,5.033053
ABA3009,SEKOLAH KEBANGSAAN PARIT HAJI TAIB,Rendah,SK,PERAK,PPD KRIAN,PARIT HAJI TAIB,34300,BAGAN SERAI,100.575384,5.019180
ABA3010,SEKOLAH KEBANGSAAN PARIT HAJI AMAN,Rendah,SK,PERAK,PPD KRIAN,PARIT HAJI AMAN,34300,BAGAN SERAI,100.599976,5.016692
ABA3011,SEKOLAH KEBANGSAAN SUNGAI BOGAK,Rendah,SK,PERAK,PPD KRIAN,KAMPUNG SUNGAI BOGAK,34300,BAGAN SERAI,100.517552,5.045720
ABA3012,SEKOLAH KEBANGSAAN SRI SIAKAP,Rendah,SK,PERAK,PPD KRIAN,SIMPANG TIGA,34350,KUALA KURAU,100.440396,5.030648
ABA3013,SEKOLAH KEBANGSAAN TEBUK PANCUR,Rendah,SK,PERAK,PPD KRIAN,SIMPANG EMPAT,34400,SEMANGGOL,100.651499,5.014069
ABA3014,SEKOLAH KEBANGSAAN TELUK MEDAN,Rendah,SK,PERAK,PPD KRIAN,"JALAN TAIPING, TELUK MEDAN",34300,BAGAN SERAI,100.575866,4.987589
ABA3015,SEKOLAH KEBANGSAAN TELOK PIAL,Rendah,SK,PERAK,PPD KRIAN,TELOK PIAL,34350,KUALA KURAU,100.413725,5.040299
ABA3016,SEKOLAH KEBANGSAAN JALAN BAHARU,Rendah,SK,PERAK,PPD KRIAN,JALAN BAHARU,34200,PARIT BUNTAR,100.468871,5.060252
ABA3017,SEKOLAH KEBANGSAAN HAJI RAMLI,Rendah,SK,PERAK,PPD KRIAN,KEDAI EMPAT,34250,TANJONG PIANDANG,100.435810,5.108284
ABA3018,SEKOLAH KEBANGSAAN KAMPONG KEDAH,Rendah,SK,PERAK,PPD KRIAN,KAMPONG KEDAH,34200,PARIT BUNTAR,100.479342,5.116971
ABA3019,SEKOLAH KEBANGSAAN SRI KERIAN,Rendah,SK,PERAK,PPD KRIAN,JALAN RIA,34200,PARIT BUNTAR,100.488027,5.127403
ABA3020,SEKOLAH KEBANGSAAN PARIT HJ WAHAB,Rendah,SK,PERAK,PPD KRIAN,TANJONG PIANDANG,34250,TANJONG PIANDANG,100.425611,5.088100
ABA3021,SEKOLAH KEBANGSAAN PARIT TOK NGAH,Rendah,SK,PERAK,PPD KRIAN,JALAN BAHARU,34200,PARIT BUNTAR,100.457541,5.079830
ABA3022,SEKOLAH KEBANGSAAN SUNGAI BAHARU,Rendah,SK,PERAK,PPD KRIAN,SUNGAI BAHARU,34350,KUALA KURAU,100.394984,5.040648
ABA3023,SEKOLAH KEBANGSAAN SUNGAI BURONG,Rendah,SK,PERAK,PPD KRIAN,PARIT TELOK PIAL,34350,KUALA KURAU,100.438003,5.053268
ABA3024,SEKOLAH KEBANGSAAN SUNGAI STAR,Rendah,SK,PERAK,PPD KRIAN,JALAN SEMPADAN,34200,PARIT BUNTAR,100.452760,5.127116
